age,gender,topik_level,highest_degree,major_field,university_type,gpa,experience_years,num_projects,internships,certifications,has_portfolio,github_level,job_field,resume_length,cover_letter_score,tailored_resume,english_level,leadership_experience,military_status,pass_screening
22.0,Female,0.0,Bachelor,Data Science,Top10,2.9,1.9,1.0,0.0,1.0,1.0,Medium,Data Analyst,1.0,9.0,0.0,Medium,0.0,Exempt,0.0
29.0,Female,3.0,Bachelor,Economics,Foreign,3.43,1.9,5.0,0.0,1.0,0.0,Low,Data Analyst,1.0,9.0,0.0,,0.0,Complete,0.0
,Female,6.0,Master,Economics,,3.42,2.4,1.0,1.0,1.0,1.0,Medium,PM,2.0,8.0,1.0,High,,Complete,1.0
31.0,Female,1.0,Bachelor,Economics,SKY,3.49,4.4,,0.0,3.0,1.0,Low,PM,2.0,7.0,1.0,High,1.0,Not Applicable,1.0
23.0,Male,5.0,Bachelor,Data Science,Other,3.22,3.1,5.0,1.0,1.0,0.0,High,Software Dev,1.0,4.0,1.0,High,1.0,Complete,1.0
29.0,Female,3.0,Bachelor,Business,Foreign,3.3,2.2,5.0,1.0,3.0,1.0,Low,Software Dev,2.0,4.0,1.0,High,0.0,,1.0
24.0,Female,2.0,Bachelor,Business,Other,3.82,1.4,5.0,1.0,1.0,1.0,,Data Scientist,1.0,7.0,1.0,Medium,0.0,Not Applicable,1.0
34.0,Male,0.0,Bachelor,Industrial Eng,Foreign,3.41,1.8,1.0,1.0,3.0,1.0,Medium,Data Analyst,1.0,7.0,0.0,High,1.0,Complete,0.0
22.0,Female,3.0,PhD,Business,Top10,3.3,3.2,4.0,0.0,3.0,1.0,Low,,1.0,8.0,1.0,Low,0.0,Exempt,1.0
24.0,Male,,Bachelor,Data Science,Foreign,3.29,2.1,4.0,1.0,1.0,1.0,Low,PM,1.0,4.0,1.0,Low,1.0,Complete,1.0
28.0,Female,0.0,Master,CS,Top10,3.5,1.1,1.0,1.0,,1.0,Medium,Data Scientist,1.0,7.0,1.0,Medium,0.0,Complete,0.0
24.0,Female,6.0,Bachelor,CS,Top10,3.43,1.8,1.0,1.0,2.0,0.0,Low,Data Analyst,1.0,5.0,1.0,Low,1.0,Not Applicable,0.0
23.0,Female,3.0,Master,Data Science,Other,3.58,3.1,1.0,1.0,3.0,1.0,Medium,PM,1.0,,1.0,Medium,1.0,Not Applicable,1.0
22.0,Male,4.0,Bachelor,Data Science,Top10,3.59,1.1,3.0,1.0,1.0,1.0,Medium,Software Dev,1.0,5.0,1.0,Medium,,Not Applicable,0.0
28.0,Male,4.0,Bachelor,Business,Foreign,3.85,0.3,1.0,1.0,2.0,1.0,High,Data Analyst,1.0,4.0,0.0,Medium,0.0,Not Applicable,0.0
30.0,Male,5.0,Bachelor,Data Science,SKY,3.76,1.7,5.0,1.0,0.0,,Low,Software Dev,2.0,4.0,1.0,,1.0,Not Applicable,1.0
32.0,Male,3.0,Master,CS,Top10,3.0,1.5,1.0,1.0,1.0,0.0,Low,Data Scientist,1.0,5.0,0.0,Low,0.0,Exempt,0.0
25.0,Male,3.0,Bachelor,Data Science,Foreign,3.74,1.2,4.0,1.0,1.0,0.0,,Data Scientist,1.0,9.0,1.0,Medium,0.0,Complete,1.0
32.0,Male,0.0,Bachelor,Industrial Eng,Other,3.93,2.3,1.0,1.0,2.0,0.0,Medium,PM,2.0,,0.0,Low,1.0,Exempt,0.0
29.0,Male,2.0,Bachelor,CS,Regional,3.73,3.2,5.0,1.0,2.0,0.0,Medium,Data Scientist,1.0,9.0,1.0,Low,0.0,Complete,1.0
30.0,Female,4.0,Bachelor,Business,SKY,3.54,0.2,3.0,0.0,2.0,1.0,Medium,Software Dev,1.0,8.0,0.0,Low,0.0,Exempt,0.0
30.0,Male,4.0,PhD,Data Science,Other,3.4,0.9,5.0,1.0,1.0,1.0,Medium,Data Scientist,1.0,4.0,0.0,Medium,1.0,Exempt,0.0
31.0,Female,1.0,Master,Industrial Eng,Top10,3.84,1.9,1.0,0.0,2.0,1.0,High,Software Dev,1.0,5.0,1.0,Medium,1.0,Complete,0.0
24.0,Female,2.0,Bachelor,Data Science,Other,3.69,0.2,2.0,0.0,2.0,0.0,,Data Scientist,1.0,8.0,1.0,High,0.0,Not Applicable,0.0
31.0,Female,1.0,Bachelor,Economics,Regional,4.09,1.9,3.0,1.0,1.0,1.0,Medium,Software Dev,1.0,7.0,0.0,Low,0.0,,0.0
25.0,Female,4.0,Master,Economics,SKY,3.66,1.9,,1.0,2.0,0.0,Low,Software Dev,1.0,9.0,1.0,Medium,1.0,Not Applicable,1.0
34.0,Female,0.0,PhD,Data Science,SKY,3.36,0.7,1.0,1.0,0.0,0.0,Medium,Software Dev,1.0,6.0,0.0,High,0.0,Not Applicable,0.0
29.0,Male,2.0,Bachelor,Economics,Top10,,2.0,5.0,1.0,0.0,1.0,Low,Data Scientist,1.0,5.0,1.0,Low,0.0,Not Applicable,0.0
32.0,Female,6.0,Bachelor,Data Science,Foreign,3.89,1.0,3.0,1.0,0.0,1.0,High,Software Dev,1.0,8.0,1.0,Medium,1.0,Exempt,
34.0,Female,0.0,Bachelor,Economics,Foreign,3.75,2.0,2.0,1.0,0.0,0.0,High,Data Analyst,1.0,6.0,1.0,Medium,0.0,Complete,0.0
29.0,Female,4.0,Bachelor,CS,Foreign,4.07,2.5,4.0,1.0,1.0,1.0,High,Data Scientist,2.0,7.0,1.0,Medium,0.0,Exempt,1.0
30.0,Male,6.0,,Industrial Eng,Top10,4.15,3.0,4.0,1.0,2.0,1.0,Low,Software Dev,1.0,6.0,,Low,0.0,Complete,1.0
29.0,Female,6.0,Bachelor,Business,Top10,3.35,2.5,5.0,1.0,3.0,0.0,Medium,Data Scientist,1.0,4.0,1.0,High,0.0,Not Applicable,1.0
34.0,Male,4.0,Bachelor,Data Science,Top10,3.43,0.7,5.0,1.0,1.0,0.0,Medium,Data Analyst,1.0,5.0,0.0,Medium,0.0,Complete,0.0
31.0,Male,0.0,Bachelor,,SKY,3.08,0.6,5.0,0.0,2.0,1.0,Medium,Data Analyst,1.0,8.0,0.0,Medium,1.0,Complete,0.0
25.0,Female,4.0,Bachelor,CS,Top10,3.78,1.4,1.0,1.0,0.0,1.0,Low,Software Dev,1.0,4.0,1.0,High,0.0,Complete,0.0
23.0,Male,6.0,Bachelor,CS,Regional,3.69,0.8,5.0,1.0,2.0,0.0,Low,Software Dev,1.0,5.0,0.0,Medium,0.0,Not Applicable,0.0
31.0,Male,3.0,Bachelor,Industrial Eng,Regional,3.4,3.5,1.0,1.0,1.0,0.0,,Data Analyst,2.0,4.0,1.0,High,1.0,Complete,0.0
22.0,Female,6.0,Bachelor,CS,SKY,3.74,1.6,5.0,1.0,2.0,1.0,Medium,Data Analyst,1.0,7.0,1.0,High,,Not Applicable,
24.0,,5.0,Bachelor,Business,Other,3.56,1.9,2.0,1.0,2.0,1.0,High,Data Analyst,1.0,9.0,0.0,High,1.0,Complete,1.0
31.0,Female,1.0,Bachelor,Data Science,SKY,3.56,2.3,2.0,1.0,0.0,1.0,Medium,PM,1.0,4.0,0.0,,1.0,Not Applicable,0.0
32.0,Male,6.0,Bachelor,Industrial Eng,Other,3.77,3.3,5.0,1.0,1.0,0.0,Low,PM,1.0,6.0,1.0,Medium,0.0,Complete,1.0
30.0,Male,4.0,Bachelor,Industrial Eng,Top10,3.9,2.7,1.0,1.0,3.0,1.0,Low,PM,1.0,8.0,0.0,Medium,0.0,Not Applicable,1.0
22.0,Female,2.0,PhD,CS,,3.89,2.0,1.0,1.0,0.0,0.0,Medium,Data Analyst,1.0,8.0,1.0,Medium,1.0,,0.0
22.0,Female,4.0,Bachelor,Economics,Other,3.79,1.9,5.0,0.0,3.0,0.0,Medium,PM,1.0,6.0,,,0.0,Complete,1.0
23.0,Female,2.0,Bachelor,CS,Foreign,3.54,3.1,1.0,1.0,0.0,0.0,Medium,Software Dev,1.0,8.0,0.0,High,1.0,Complete,
25.0,Male,4.0,Bachelor,Economics,Top10,3.49,2.5,5.0,1.0,2.0,0.0,Medium,Software Dev,1.0,,1.0,High,1.0,Complete,1.0
27.0,Male,3.0,Bachelor,Industrial Eng,SKY,3.55,1.4,4.0,1.0,0.0,1.0,Low,Data Scientist,1.0,4.0,1.0,Low,0.0,,0.0
30.0,Male,2.0,Bachelor,Economics,Top10,3.29,2.7,1.0,1.0,3.0,0.0,Low,Software Dev,1.0,4.0,1.0,Low,0.0,Not Applicable,0.0
29.0,Male,0.0,PhD,Data Science,Foreign,3.76,2.2,1.0,1.0,3.0,0.0,Low,,1.0,8.0,0.0,,1.0,Complete,0.0
29.0,Female,4.0,Bachelor,Industrial Eng,Top10,3.48,,2.0,1.0,3.0,1.0,Medium,Software Dev,1.0,7.0,0.0,Low,0.0,Exempt,0.0
24.0,Male,4.0,Bachelor,Industrial Eng,SKY,3.19,2.9,4.0,0.0,1.0,1.0,Medium,PM,1.0,6.0,0.0,Medium,0.0,Not Applicable,0.0
32.0,Female,4.0,Bachelor,Economics,Other,3.51,2.3,,1.0,2.0,0.0,Low,Data Scientist,1.0,8.0,1.0,Medium,1.0,,1.0
29.0,Male,1.0,Bachelor,CS,Other,3.58,2.6,5.0,0.0,1.0,1.0,Medium,Data Analyst,1.0,7.0,1.0,Medium,0.0,Not Applicable,1.0
23.0,Female,3.0,Master,Business,Other,3.16,0.8,5.0,0.0,1.0,1.0,Low,Data Analyst,1.0,4.0,1.0,Medium,1.0,Not Applicable,0.0
25.0,Male,0.0,Master,Industrial Eng,Foreign,3.21,3.1,,1.0,2.0,1.0,Medium,PM,1.0,4.0,1.0,High,0.0,Not Applicable,0.0
27.0,Male,1.0,Master,Economics,Other,3.76,1.7,5.0,1.0,0.0,1.0,Low,PM,2.0,6.0,1.0,Low,0.0,Exempt,0.0
24.0,Male,2.0,Bachelor,Data Science,SKY,3.41,0.1,2.0,1.0,,,High,Data Analyst,1.0,8.0,0.0,Medium,0.0,Complete,0.0
27.0,Male,1.0,Bachelor,Business,Regional,,1.7,5.0,1.0,3.0,1.0,Medium,PM,1.0,,1.0,High,0.0,Exempt,1.0
26.0,Male,4.0,Bachelor,Economics,SKY,3.27,1.7,4.0,1.0,3.0,1.0,Low,PM,1.0,6.0,1.0,,1.0,Exempt,1.0
33.0,Female,1.0,,Data Science,Top10,3.9,1.4,4.0,0.0,1.0,1.0,Low,Data Scientist,1.0,7.0,1.0,Medium,0.0,Complete,
31.0,Male,2.0,Bachelor,Economics,Foreign,3.75,,2.0,1.0,0.0,0.0,Low,PM,1.0,8.0,,Low,1.0,Exempt,
29.0,Male,3.0,Bachelor,Business,Top10,3.86,2.6,2.0,0.0,0.0,0.0,Low,Software Dev,1.0,9.0,1.0,Low,,Complete,0.0
27.0,Female,3.0,Bachelor,Economics,SKY,3.58,4.7,5.0,1.0,3.0,1.0,High,Software Dev,,9.0,1.0,Low,0.0,Exempt,1.0
,Female,6.0,Bachelor,Data Science,Top10,3.72,2.5,4.0,1.0,1.0,1.0,High,Software Dev,2.0,4.0,0.0,High,0.0,Complete,1.0
33.0,Female,4.0,Bachelor,Industrial Eng,Top10,3.51,1.7,2.0,0.0,3.0,1.0,Medium,Data Scientist,1.0,6.0,0.0,Low,1.0,Complete,0.0
26.0,Male,6.0,Master,CS,Other,3.31,1.4,5.0,1.0,0.0,0.0,Medium,Data Analyst,1.0,9.0,1.0,High,0.0,Not Applicable,1.0
22.0,Male,2.0,Master,Economics,Other,3.61,3.3,3.0,1.0,,0.0,Medium,Data Scientist,1.0,9.0,1.0,Medium,1.0,Complete,1.0
27.0,Male,2.0,Bachelor,Data Science,Other,3.17,1.2,4.0,0.0,2.0,1.0,High,Software Dev,1.0,4.0,1.0,Medium,1.0,Exempt,0.0
23.0,Female,4.0,Master,Economics,Other,2.97,2.3,2.0,,2.0,1.0,Low,Data Scientist,1.0,4.0,0.0,Medium,0.0,Not Applicable,0.0
26.0,Male,2.0,Bachelor,Industrial Eng,Other,3.77,1.8,4.0,1.0,2.0,,Medium,Software Dev,1.0,5.0,1.0,Low,1.0,Exempt,0.0
26.0,Female,4.0,,CS,SKY,2.97,3.0,1.0,0.0,0.0,1.0,Low,Software Dev,1.0,8.0,1.0,Medium,1.0,Not Applicable,0.0
25.0,Female,0.0,Master,Business,Foreign,3.39,1.6,3.0,0.0,3.0,1.0,Medium,Data Analyst,2.0,4.0,0.0,Medium,0.0,Complete,0.0
26.0,Male,5.0,Bachelor,Business,Regional,3.73,1.1,5.0,1.0,2.0,0.0,Medium,PM,1.0,4.0,1.0,Medium,1.0,Complete,0.0
,Male,4.0,Master,Economics,Other,3.27,2.9,3.0,0.0,3.0,1.0,Medium,Data Scientist,2.0,8.0,1.0,Medium,1.0,Not Applicable,1.0
23.0,Male,2.0,Master,Data Science,Regional,3.55,2.6,2.0,1.0,3.0,0.0,,Software Dev,1.0,5.0,1.0,Medium,0.0,Not Applicable,0.0
23.0,Male,4.0,Bachelor,CS,SKY,3.83,1.3,5.0,1.0,3.0,1.0,Medium,PM,1.0,9.0,0.0,High,1.0,Exempt,1.0
26.0,Female,3.0,Master,Industrial Eng,Other,,2.5,4.0,1.0,2.0,1.0,Medium,Data Scientist,1.0,,0.0,Medium,0.0,Exempt,1.0
27.0,Female,6.0,Bachelor,Industrial Eng,Top10,3.45,0.9,4.0,0.0,2.0,1.0,Low,Data Scientist,1.0,6.0,0.0,Low,1.0,Complete,0.0
23.0,Male,3.0,Bachelor,Data Science,,3.63,1.6,,1.0,1.0,1.0,Low,PM,1.0,6.0,1.0,High,0.0,Complete,0.0
29.0,Male,2.0,Master,Economics,Top10,3.65,1.5,5.0,1.0,2.0,1.0,Medium,Software Dev,1.0,6.0,0.0,High,1.0,Complete,0.0
27.0,Female,0.0,Bachelor,Data Science,Other,3.25,0.5,2.0,1.0,3.0,1.0,Medium,Software Dev,1.0,4.0,1.0,Medium,1.0,Exempt,0.0
23.0,Male,3.0,Bachelor,Business,Other,3.7,0.5,5.0,1.0,,1.0,High,Data Analyst,1.0,7.0,1.0,Medium,0.0,Not Applicable,
24.0,Male,5.0,Bachelor,Industrial Eng,Regional,3.28,1.6,2.0,,0.0,1.0,,Software Dev,1.0,6.0,0.0,High,1.0,Complete,0.0
33.0,Female,3.0,Bachelor,Business,SKY,3.47,2.0,1.0,1.0,2.0,1.0,Low,Data Analyst,1.0,6.0,0.0,Low,0.0,Complete,0.0
30.0,Female,4.0,Bachelor,Industrial Eng,Other,4.01,1.2,1.0,1.0,1.0,1.0,Low,Data Scientist,1.0,,1.0,Low,0.0,Complete,0.0
34.0,Female,1.0,Bachelor,Data Science,Foreign,3.44,1.6,,0.0,1.0,0.0,High,Data Scientist,1.0,9.0,1.0,High,1.0,Complete,0.0
24.0,Male,2.0,Master,Business,Top10,3.51,2.8,3.0,1.0,1.0,0.0,,Data Scientist,1.0,4.0,1.0,Medium,1.0,Not Applicable,0.0
23.0,Male,4.0,PhD,CS,Regional,3.65,0.6,,1.0,1.0,1.0,Low,Software Dev,1.0,8.0,1.0,Medium,1.0,Not Applicable,1.0
,Female,2.0,Bachelor,Business,Regional,2.99,,4.0,1.0,0.0,0.0,Low,Data Scientist,1.0,9.0,0.0,,0.0,Complete,0.0
27.0,Female,0.0,Bachelor,Industrial Eng,Regional,2.97,3.0,5.0,1.0,2.0,0.0,Low,Data Scientist,2.0,4.0,1.0,Medium,0.0,Not Applicable,0.0
25.0,Male,5.0,Bachelor,Data Science,Other,3.72,1.3,2.0,0.0,1.0,1.0,Low,PM,1.0,9.0,1.0,Medium,1.0,Not Applicable,1.0
33.0,Female,3.0,Master,Economics,Regional,3.75,0.5,2.0,0.0,3.0,1.0,Medium,PM,1.0,8.0,0.0,Low,0.0,Complete,0.0
32.0,Male,2.0,Bachelor,Industrial Eng,Top10,3.06,2.2,1.0,1.0,0.0,1.0,Medium,Data Scientist,1.0,7.0,1.0,Low,1.0,Exempt,0.0
30.0,Male,6.0,Master,Data Science,Other,3.84,2.1,1.0,1.0,0.0,1.0,Low,Data Analyst,,5.0,1.0,Low,1.0,Exempt,0.0
29.0,Female,3.0,PhD,Business,Regional,3.36,-0.2,1.0,0.0,1.0,0.0,Medium,Data Analyst,1.0,6.0,1.0,Medium,0.0,Not Applicable,0.0
22.0,Female,2.0,Master,Data Science,Top10,3.44,2.8,4.0,0.0,1.0,0.0,Low,Data Scientist,1.0,4.0,0.0,Medium,1.0,Complete,0.0
24.0,Male,1.0,Bachelor,,SKY,3.33,1.6,2.0,0.0,2.0,0.0,Medium,PM,1.0,9.0,1.0,Medium,0.0,Complete,0.0
33.0,Female,4.0,Bachelor,Data Science,SKY,3.87,2.4,2.0,0.0,1.0,0.0,Medium,Software Dev,1.0,8.0,1.0,Medium,0.0,Exempt,0.0
23.0,Female,5.0,Bachelor,Industrial Eng,Regional,3.58,2.6,2.0,0.0,3.0,1.0,High,Data Scientist,1.0,4.0,0.0,Medium,0.0,Exempt,1.0
25.0,Female,3.0,Master,Industrial Eng,Top10,4.1,3.1,3.0,1.0,0.0,0.0,Medium,PM,1.0,4.0,1.0,Medium,1.0,Not Applicable,0.0
33.0,Female,0.0,Bachelor,CS,Foreign,3.67,0.5,2.0,0.0,2.0,1.0,High,PM,1.0,6.0,1.0,Medium,0.0,Exempt,0.0
31.0,Female,1.0,Bachelor,Data Science,SKY,3.54,3.5,1.0,1.0,3.0,1.0,Low,Data Scientist,2.0,9.0,1.0,Low,1.0,Exempt,1.0
29.0,Male,1.0,Bachelor,Industrial Eng,Other,3.42,2.6,5.0,1.0,2.0,1.0,Medium,Software Dev,1.0,9.0,0.0,High,0.0,Exempt,1.0
27.0,Female,1.0,Master,,Foreign,3.47,2.3,1.0,0.0,2.0,1.0,Medium,PM,1.0,8.0,0.0,Medium,1.0,Not Applicable,0.0
31.0,Male,3.0,Bachelor,Data Science,Regional,4.0,1.7,4.0,1.0,1.0,0.0,Low,Software Dev,1.0,6.0,0.0,Low,1.0,Not Applicable,0.0
24.0,Male,2.0,Bachelor,Data Science,Top10,2.94,1.7,,1.0,0.0,0.0,Medium,Data Scientist,1.0,9.0,0.0,Low,0.0,Complete,0.0
23.0,Male,0.0,Bachelor,Data Science,Regional,3.88,0.9,1.0,1.0,3.0,1.0,High,Data Scientist,2.0,9.0,1.0,Low,0.0,Complete,1.0
24.0,Female,3.0,Bachelor,Economics,SKY,3.62,1.0,2.0,1.0,1.0,1.0,High,Software Dev,1.0,7.0,1.0,Low,0.0,Exempt,1.0
33.0,Female,2.0,Bachelor,Data Science,Top10,3.77,2.2,1.0,0.0,1.0,1.0,Low,Software Dev,2.0,8.0,1.0,High,,Complete,0.0
29.0,Female,1.0,Master,Business,Foreign,3.14,1.9,3.0,1.0,0.0,,Medium,Data Analyst,2.0,9.0,1.0,Medium,,Not Applicable,0.0
,Female,6.0,Bachelor,Industrial Eng,Foreign,3.87,2.9,2.0,1.0,1.0,1.0,Medium,Data Scientist,1.0,,1.0,Low,0.0,Not Applicable,1.0
29.0,Female,5.0,Master,Economics,Foreign,3.93,4.7,4.0,0.0,0.0,0.0,Medium,PM,1.0,6.0,1.0,Medium,0.0,Not Applicable,1.0
32.0,Female,0.0,Master,Economics,Regional,2.99,0.9,2.0,1.0,,1.0,Low,Data Analyst,1.0,8.0,1.0,Medium,1.0,Not Applicable,0.0
,Male,4.0,Bachelor,Data Science,Foreign,3.85,2.1,5.0,1.0,0.0,1.0,Medium,Software Dev,1.0,6.0,0.0,Medium,1.0,Complete,1.0
31.0,Female,4.0,Bachelor,Business,,3.52,2.9,4.0,1.0,3.0,,Medium,Data Scientist,1.0,9.0,1.0,Medium,1.0,,1.0
22.0,Female,4.0,Bachelor,Data Science,Other,3.21,1.8,3.0,,3.0,1.0,,Data Analyst,1.0,7.0,1.0,High,0.0,Not Applicable,1.0
29.0,Female,4.0,Master,Economics,Regional,3.62,1.5,1.0,1.0,2.0,0.0,Medium,Software Dev,2.0,5.0,0.0,High,0.0,Not Applicable,0.0
28.0,Male,4.0,Bachelor,Data Science,Foreign,3.46,1.0,2.0,1.0,0.0,1.0,High,Software Dev,1.0,8.0,1.0,High,1.0,Complete,1.0
22.0,Female,4.0,Bachelor,Business,Other,3.9,1.6,1.0,1.0,2.0,1.0,Medium,Data Analyst,2.0,6.0,1.0,,0.0,Complete,0.0
32.0,Male,5.0,Master,Economics,Other,3.02,1.3,2.0,0.0,0.0,1.0,Low,PM,1.0,7.0,1.0,Medium,0.0,Exempt,0.0
32.0,Male,6.0,,Industrial Eng,Top10,3.25,1.7,1.0,0.0,3.0,1.0,Low,PM,1.0,4.0,1.0,Medium,0.0,Not Applicable,0.0
,Male,4.0,Master,Economics,Top10,3.37,2.8,4.0,1.0,2.0,1.0,High,Data Analyst,1.0,5.0,1.0,Low,0.0,Complete,1.0
23.0,Male,1.0,Bachelor,Business,Foreign,3.4,1.4,1.0,1.0,2.0,0.0,Medium,Software Dev,1.0,5.0,1.0,Medium,0.0,,0.0
25.0,Female,3.0,Bachelor,Economics,Foreign,,1.1,3.0,1.0,2.0,0.0,Medium,,1.0,6.0,0.0,Low,1.0,Complete,0.0
22.0,Male,0.0,Master,Business,SKY,3.34,3.2,1.0,1.0,,1.0,Low,Data Scientist,1.0,9.0,0.0,Medium,0.0,Exempt,1.0
33.0,Male,0.0,Master,Industrial Eng,Top10,3.07,2.1,3.0,1.0,3.0,0.0,High,Software Dev,1.0,7.0,0.0,Medium,1.0,Complete,0.0
32.0,Female,5.0,Master,,Top10,3.72,2.3,1.0,1.0,1.0,0.0,Low,Data Scientist,2.0,9.0,0.0,Medium,,Complete,1.0
32.0,Male,0.0,Master,Industrial Eng,Other,3.09,3.2,4.0,0.0,1.0,1.0,High,PM,2.0,9.0,0.0,Medium,1.0,Exempt,1.0
34.0,Female,2.0,Bachelor,Industrial Eng,Other,3.73,3.0,1.0,,3.0,0.0,Low,Data Scientist,2.0,9.0,1.0,Medium,0.0,Complete,1.0
26.0,Female,3.0,Master,Business,Other,2.95,1.4,2.0,0.0,1.0,1.0,Low,Data Scientist,,4.0,1.0,Medium,0.0,Exempt,0.0
,Male,0.0,Bachelor,CS,Top10,3.63,0.7,2.0,1.0,3.0,1.0,Low,Data Analyst,1.0,7.0,1.0,Low,1.0,Exempt,0.0
25.0,Female,0.0,Bachelor,Data Science,Regional,3.82,1.9,5.0,1.0,,1.0,Medium,Software Dev,1.0,7.0,1.0,High,0.0,Exempt,0.0
27.0,Male,3.0,Master,Business,SKY,3.76,1.2,4.0,1.0,0.0,0.0,High,Data Scientist,1.0,7.0,1.0,Medium,0.0,Not Applicable,0.0
26.0,Female,4.0,Bachelor,Business,Foreign,3.42,2.1,1.0,1.0,2.0,0.0,High,Data Scientist,2.0,9.0,0.0,Low,1.0,Not Applicable,1.0
24.0,Male,1.0,Bachelor,Business,Foreign,2.67,1.3,1.0,0.0,3.0,1.0,Medium,Software Dev,2.0,9.0,1.0,Medium,1.0,Exempt,0.0
22.0,Male,3.0,Bachelor,Economics,SKY,3.68,0.6,5.0,0.0,3.0,,Low,Data Scientist,1.0,8.0,0.0,Medium,0.0,Complete,0.0
26.0,Female,2.0,Bachelor,Economics,Regional,3.83,1.4,5.0,1.0,0.0,0.0,Medium,Software Dev,1.0,5.0,1.0,Low,0.0,Complete,0.0
25.0,Male,4.0,Bachelor,CS,SKY,3.53,1.5,2.0,1.0,0.0,1.0,Low,Data Analyst,1.0,5.0,1.0,Medium,0.0,Complete,0.0
23.0,Male,4.0,Bachelor,Industrial Eng,Top10,3.19,0.9,4.0,0.0,1.0,1.0,Medium,Data Scientist,1.0,7.0,1.0,Low,1.0,Not Applicable,0.0
31.0,Male,3.0,Bachelor,,Regional,3.35,2.5,2.0,0.0,0.0,1.0,High,PM,1.0,8.0,0.0,Medium,0.0,Not Applicable,0.0
33.0,Female,0.0,Master,Business,Other,3.19,2.0,2.0,0.0,2.0,0.0,High,Data Analyst,1.0,9.0,1.0,Medium,0.0,Exempt,0.0
22.0,Female,6.0,Master,Industrial Eng,Other,3.53,0.7,1.0,1.0,1.0,1.0,High,PM,1.0,8.0,1.0,,1.0,Exempt,1.0
,Female,0.0,PhD,Economics,Foreign,3.73,0.1,3.0,1.0,3.0,0.0,Low,Data Scientist,1.0,9.0,0.0,Medium,1.0,Complete,0.0
33.0,Male,6.0,Bachelor,Economics,Foreign,3.68,3.2,1.0,1.0,2.0,0.0,Medium,,1.0,9.0,0.0,Medium,0.0,Exempt,1.0
29.0,Female,0.0,Bachelor,Business,Regional,,2.9,4.0,1.0,,0.0,Low,PM,1.0,4.0,1.0,Medium,0.0,Exempt,0.0
28.0,Male,4.0,Master,Industrial Eng,Regional,3.46,1.7,3.0,1.0,2.0,0.0,Medium,Data Scientist,1.0,7.0,1.0,Medium,0.0,Complete,1.0
34.0,Male,2.0,,Business,Foreign,3.04,3.2,2.0,0.0,2.0,0.0,Medium,Software Dev,1.0,7.0,0.0,Low,0.0,Exempt,0.0
34.0,Male,2.0,Bachelor,Industrial Eng,Top10,3.62,,1.0,0.0,1.0,1.0,High,Software Dev,1.0,6.0,0.0,High,1.0,Exempt,0.0
22.0,Female,1.0,PhD,Data Science,Foreign,3.32,2.1,2.0,0.0,0.0,1.0,Low,Software Dev,1.0,9.0,1.0,Medium,0.0,Not Applicable,0.0
24.0,Female,0.0,PhD,Data Science,Regional,3.35,1.8,2.0,1.0,1.0,0.0,Medium,Software Dev,2.0,7.0,1.0,Medium,0.0,Not Applicable,0.0
34.0,Female,0.0,Bachelor,Data Science,SKY,3.34,3.0,2.0,1.0,3.0,1.0,High,Data Scientist,1.0,9.0,1.0,Medium,0.0,Exempt,1.0
29.0,Male,3.0,Bachelor,Data Science,Other,3.03,1.3,3.0,1.0,1.0,1.0,Medium,Data Scientist,,4.0,1.0,Low,1.0,Complete,0.0
26.0,Female,5.0,Bachelor,Industrial Eng,Foreign,3.89,2.2,5.0,1.0,3.0,1.0,High,Data Scientist,1.0,5.0,1.0,Medium,0.0,Complete,1.0
22.0,Female,0.0,Bachelor,Business,Other,3.8,2.4,3.0,1.0,2.0,0.0,Medium,Data Analyst,1.0,5.0,1.0,Medium,1.0,Exempt,0.0
23.0,Male,2.0,Bachelor,,Top10,3.49,0.4,,1.0,1.0,0.0,High,Software Dev,,5.0,1.0,Low,0.0,Exempt,0.0
,Female,4.0,Master,Economics,Foreign,3.58,0.7,5.0,1.0,0.0,1.0,Medium,PM,1.0,8.0,,Medium,0.0,Complete,1.0
31.0,Male,4.0,Bachelor,CS,Other,3.58,1.1,5.0,,0.0,0.0,Low,Software Dev,1.0,4.0,0.0,Low,0.0,Not Applicable,0.0
,Male,5.0,Master,Industrial Eng,,3.77,1.5,3.0,,1.0,0.0,High,,1.0,9.0,0.0,Medium,0.0,Not Applicable,1.0
23.0,Female,4.0,Master,Data Science,Regional,4.27,2.2,2.0,1.0,2.0,1.0,Medium,Data Scientist,1.0,9.0,1.0,Low,1.0,Exempt,1.0
27.0,Male,4.0,Bachelor,Data Science,Other,3.46,3.8,2.0,1.0,0.0,1.0,Low,Data Scientist,1.0,,1.0,Medium,1.0,Not Applicable,1.0
33.0,Male,3.0,Bachelor,Business,Other,3.63,2.5,2.0,0.0,1.0,1.0,High,PM,2.0,4.0,1.0,Medium,1.0,Not Applicable,0.0
30.0,Male,2.0,Bachelor,Business,Top10,3.6,0.5,1.0,1.0,2.0,1.0,Low,Data Scientist,1.0,5.0,1.0,High,0.0,,0.0
31.0,Male,4.0,Bachelor,Industrial Eng,Other,3.51,0.9,3.0,1.0,1.0,1.0,Medium,PM,1.0,8.0,1.0,Medium,1.0,Not Applicable,1.0
28.0,Female,3.0,Bachelor,Data Science,Foreign,2.75,2.3,2.0,0.0,0.0,1.0,,Software Dev,1.0,7.0,1.0,Medium,1.0,Complete,0.0
